"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"OperatingSystem";"GraphicAdapter";"OtherEquipment";"WarrantyExpirationDate";"InstallDate";"Note"
"14295002220";"110752";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG233FBJH";"";"";;"2018-06-18";"2018-06-18";
"14295002221";"110491";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F119";"";"";;"2018-06-18";"2018-06-18";
"14295002222";"110492";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0YV";"";"";;"2018-06-18";"2018-06-18";
"14295002223";"110493";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0WF";"";"";;"2018-06-18";"2018-06-18";
"14295002224";"110494";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"estoque@callink.com.br";"BRG230F102";"";"";;"2018-06-18";"2018-06-18";
"14295002225";"110495";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0ZJ";"";"";;"2018-06-18";"2018-06-18";
"14295002226";"133356";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-18";"2018-06-18";
"14295002227";"133342";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-18";"2018-06-18";
"14295002228";"133341";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002229";"133338";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG234F9SG";"";"";;"2018-06-19";"2018-06-19";
"14295002230";"110484";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F19J";"";"";;"2018-06-19";"2018-06-19";
"14295002231";"133375";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002232";"133370";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0T9";"";"";;"2018-06-19";"2018-06-19";
"14295002233";"133371";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002234";"133357";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0SN";"";"";;"2018-06-19";"2018-06-19";
"14295002235";"133771";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002236";"133772";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002237";"106768";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG109FB8Q";"";"";;"2018-06-19";"2018-06-19";
"14295002238";"133766";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002239";"133760";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002240";"133761";"Production";"Equipamento Usado - em bom estado";"HP";"S/N";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002241";"133762";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG104F2Y9";"";"";;"2018-06-19";"2018-06-19";
"14295002242";"106313";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG109FBCZ";"";"";;"2018-06-19";"2018-06-19";
"14295002243";"133768";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG104F45T";"";"";;"2018-06-19";"2018-06-19";
"14295002244";"115482";"Production";"Equipamento Usado - em bom estado";"HP";"S/N";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002245";"133774";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F18T";"";"";;"2018-06-19";"2018-06-19";
"14295002246";"115503";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG337F481";"";"";;"2018-06-19";"2018-06-19";
"14295002247";"133778";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002248";"110469";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F10F";"";"";;"2018-06-19";"2018-06-19";
"14295002249";"113367";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG337F474";"";"";;"2018-06-19";"2018-06-19";
"14295002250";"110841";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F20N";"";"";;"2018-06-19";"2018-06-19";
"14295002251";"110470";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F13X";"";"";;"2018-06-19";"2018-06-19";
"14295002252";"112298";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG302FDMJ";"";"";;"2018-06-19";"2018-06-19";
"14295002253";"110471";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F10G";"";"";;"2018-06-19";"2018-06-19";
"14295002254";"133782";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0ZZ";"";"";;"2018-06-19";"2018-06-19";
"14295002255";"113251";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG337F468";"";"";;"2018-06-19";"2018-06-19";
"14295002256";"110473";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F144";"";"";;"2018-06-19";"2018-06-19";
"14295002257";"110239";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTG2";"";"";;"2018-06-19";"2018-06-19";
"14295002258";"110474";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F147";"";"";;"2018-06-19";"2018-06-19";
"14295002259";"133793";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F148";"";"";;"2018-06-19";"2018-06-19";
"14295002260";"111749";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"estoque@callink.com.br";"BRG230F0TN";"";"";;"2018-06-19";"2018-06-19";
"14295002261";"133788";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ4384RC9";"";"";;"2018-06-19";"2018-06-19";
"14295002262";"133795";"Production";"Equipamento Usado - em bom estado";"HP";"S/N";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002263";"111727";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0V5";"";"";;"2018-06-19";"2018-06-19";
"14295002264";"106810";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG104F2YN";"";"";;"2018-06-19";"2018-06-19";
"14295002265";"112934";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1SW";"";"";;"2018-06-19";"2018-06-19";
"14295002266";"133796";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG109FB7L";"";"";;"2018-06-19";"2018-06-19";
"14295002267";"133785";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1R6";"";"";;"2018-06-19";"2018-06-19";
"14295002268";"133783";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG339F3CY";"";"";;"2018-06-19";"2018-06-19";
"14295002269";"106428";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"";"";"BRG104F2VX";"";"";;"2018-06-19";"2018-06-19";
"14295002270";"133800";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1VM";"";"";;"2018-06-19";"2018-06-19";
"14295002271";"133799";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002272";"133801";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1M5";"";"";;"2018-06-19";"2018-06-19";
"14295002273";"133802";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F23G";"";"";;"2018-06-19";"2018-06-19";
"14295002274";"112319";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F13T";"";"";;"2018-06-19";"2018-06-19";
"14295002275";"110338";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTFD";"";"";;"2018-06-19";"2018-06-19";
"14295002276";"112885";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1W1";"";"";;"2018-06-19";"2018-06-19";
"14295002277";"115507";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F11Q";"";"";;"2018-06-19";"2018-06-19";
"14295002278";"110956";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1QH";"";"";;"2018-06-19";"2018-06-19";
"14295002279";"114189";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8000";"";"Desktop";"";"BRG215FNGC";"";"";;"2018-06-19";"2018-06-19";
"14295002280";"133810";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1ZG";"";"";;"2018-06-19";"2018-06-19";
"14295002281";"110842";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1WN";"";"";;"2018-06-19";"2018-06-19";
"14295002282";"133814";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"S/N";"";"";;"2018-06-19";"2018-06-19";
"14295002283";"106876";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG107FW3W";"";"";;"2018-06-19";"2018-06-19";
"14295002284";"110253";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG145FTB5";"";"";;"2018-06-19";"2018-06-19";
"14295002285";"133821";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG233FB1K";"";"";;"2018-06-19";"2018-06-19";
"14295002286";"128431";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ6347LMC";"";"";;"2018-06-19";"2018-06-19";
"14295002287";"128432";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ6347LQR";"";"";;"2018-06-19";"2018-06-19";
"14295002288";"110526";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F13L";"";"";;"2018-06-19";"2018-06-19";
"14295002289";"133829";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0YL";"";"";;"2018-06-19";"2018-06-19";
"14295002290";"133827";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ4384RC2";"";"";;"2018-06-19";"2018-06-19";
"14295002291";"115776";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ4374495";"";"";;"2018-06-19";"2018-06-19";
"14295002292";"115749";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ4384RDL";"";"";;"2018-06-19";"2018-06-19";
"14295002293";"115774";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ43744BC";"";"";;"2018-06-19";"2018-06-19";
"14295002294";"121038";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ4341TJP";"";"";;"2018-06-19";"2018-06-19";
"14295002295";"115760";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ4341T4K";"";"";;"2018-06-19";"2018-06-19";
"14295002296";"115740";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ43744B1";"";"";;"2018-06-19";"2018-06-19";
"14295002297";"115772";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ43744C7";"";"";;"2018-06-19";"2018-06-19";
"14295002298";"121040";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ43744BS";"";"";;"2018-06-19";"2018-06-19";
"14295002299";"115777";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ43744G8";"";"";;"2018-06-19";"2018-06-19";
"14295002300";"114277";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4000";"";"Desktop";"";"BRG138G0ZZ";"";"";;"2018-06-19";"2018-06-19";
"14295002301";"112139";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG250G0NR";"";"";;"2018-06-19";"2018-06-19";
"14295002302";"115429";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4000";"";"Desktop";"";"BRG138G0V3";"";"";;"2018-06-19";"2018-06-19";
"14295002303";"111695";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F12W";"";"";;"2018-06-19";"2018-06-19";
"14295002304";"111730";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F13N";"";"";;"2018-06-19";"2018-06-19";
"14295002305";"111735";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"LY953LT#AC4";"";"";;"2018-06-19";"2018-06-19";
"14295002306";"133824";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTBF";"";"";;"2018-06-19";;
"14295002307";"111736";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0VL";"";"";;"2018-06-20";"2018-06-20";
"14295002308";"115282";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0VD";"";"";;"2018-06-20";"2018-06-20";
"14295002309";"111701";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F10Z";"";"";;"2018-06-20";"2018-06-20";
"14295002310";"133834";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002311";"133835";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F13W";"";"";;"2018-06-20";"2018-06-20";
"14295002312";"111703";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0V0";"";"";;"2018-06-20";"2018-06-20";
"14295002313";"133836";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F142";"";"";;"2018-06-20";"2018-06-20";
"14295002314";"110325";"Production";"Equipamento Usado - em bom estado";"HP";"HP8200";"";"Desktop";"";"BRG145FTHS";"";"";;"2018-06-20";"2018-06-20";
"14295002315";"115291";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTHF";"";"";;"2018-06-20";"2018-06-20";
"14295002316";"110255";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTGJ";"";"";;"2018-06-20";"2018-06-20";
"14295002317";"115292";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F12Y";"";"";;"2018-06-20";"2018-06-20";
"14295002318";"133838";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002319";"133856";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002320";"110324";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTDS";"";"";;"2018-06-20";"2018-06-20";
"14295002321";"133850";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG317F4YQ";"";"";;"2018-06-20";"2018-06-20";
"14295002322";"133854";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG317F4YF";"";"";;"2018-06-20";"2018-06-20";
"14295002323";"133843";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100";"";"Desktop";"";"BRG109FB7J";"";"";;"2018-06-20";"2018-06-20";
"14295002324";"115266";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1930N";"";"Desktop";"";"BRG145FTDQ";"";"";;"2018-06-20";"2018-06-20";
"14295002325";"110859";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F20M";"";"";;"2018-06-20";"2018-06-20";
"14295002326";"112192";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG302FDV7";"";"";;"2018-06-20";"2018-06-20";
"14295002327";"133847";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG302FJDX";"";"";;"2018-06-20";"2018-06-20";
"14295002328";"133845";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG235F8PN";"";"";;"2018-06-20";"2018-06-20";
"14295002329";"121437";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG302FJJB";"";"";;"2018-06-20";"2018-06-20";
"14295002330";"110336";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTF3";"";"";;"2018-06-20";"2018-06-20";
"14295002331";"133839";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG317F4X8";"";"";;"2018-06-20";"2018-06-20";
"14295002332";"112137";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG250G0VH";"";"";;"2018-06-20";"2018-06-20";
"14295002333";"110804";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG317F439";"";"";;"2018-06-20";"2018-06-20";
"14295002334";"112392";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG302FK8X";"";"";;"2018-06-20";"2018-06-20";
"14295002335";"133876";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG233F9VF";"";"";;"2018-06-20";"2018-06-20";
"14295002336";"115351";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002337";"112767";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG317F53G";"";"";;"2018-06-20";"2018-06-20";
"14295002338";"111002";"Production";"Equipamento Usado - em bom estado";"HP";"HP COMPAQ 4000";"";"Desktop";"";"BRG217FH4D";"";"";;"2018-06-20";"2018-06-20";
"14295002339";"115267";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRG302FJB4";"";"";;"2018-06-20";"2018-06-20";
"14295002340";"110288";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTDF";"";"";;"2018-06-20";"2018-06-20";
"14295002341";"133871";"Production";"Equipamento Usado - em bom estado";"HP";"1608-l";"";"Desktop";"";"BRG145FTJT";"";"";;"2018-06-20";"2018-06-20";
"14295002342";"110289";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTJ5";"";"";;"2018-06-20";"2018-06-20";
"14295002343";"133877";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTCJ";"";"";;"2018-06-20";"2018-06-20";
"14295002344";"110290";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTFZ";"";"";;"2018-06-20";"2018-06-20";
"14295002345";"115269";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTBT";"";"";;"2018-06-20";"2018-06-20";
"14295002346";"110292";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG205F6LC";"";"";;"2018-06-20";"2018-06-20";
"14295002347";"110284";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTBY";"";"";;"2018-06-20";"2018-06-20";
"14295002348";"110837";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1X6";"";"";;"2018-06-20";"2018-06-20";
"14295002349";"133864";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002350";"133867";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002351";"115746";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ43744DN";"";"";;"2018-06-20";"2018-06-20";
"14295002352";"112940";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG335F1P1";"";"";;"2018-06-20";"2018-06-20";
"14295002353";"110281";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTJ6";"";"";;"2018-06-20";"2018-06-20";
"14295002354";"113253";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8300";"";"Desktop";"";"BRG337F475";"";"";;"2018-06-20";"2018-06-20";
"14295002355";"110280";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTD8";"";"";;"2018-06-20";"2018-06-20";
"14295002356";"133886";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTD3";"";"";;"2018-06-20";"2018-06-20";
"14295002357";"133902";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTDH";"";"";;"2018-06-20";"2018-06-20";
"14295002358";"133888";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002359";"133890";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTJX";"";"";;"2018-06-20";"2018-06-20";
"14295002360";"133892";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG205F6KR";"";"";;"2018-06-20";"2018-06-20";
"14295002361";"115273";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTGY";"";"";;"2018-06-20";"2018-06-20";
"14295002362";"133894";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTCM";"";"";;"2018-06-20";"2018-06-20";
"14295002363";"133899";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002364";"111711";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F13J";"";"";;"2018-06-20";"2018-06-20";
"14295002365";"111706";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0VJ";"";"";;"2018-06-20";"2018-06-20";
"14295002366";"133897";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";;
"14295002367";"111707";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F141";"";"";;"2018-06-20";"2018-06-20";
"14295002368";"110271";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FT9W";"";"";;"2018-06-20";"2018-06-20";
"14295002369";"133922";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F123";"";"";;"2018-06-20";"2018-06-20";
"14295002370";"111709";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F189";"";"";;"2018-06-20";"2018-06-20";
"14295002371";"133918";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTCX";"";"";;"2018-06-20";"2018-06-20";
"14295002372";"133923";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F14L";"";"";;"2018-06-20";"2018-06-20";
"14295002373";"133916";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002374";"133914";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-20";"2018-06-20";
"14295002375";"111717";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F12K";"";"";;"2018-06-20";"2018-06-20";
"14295002376";"115277";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0ZG";"";"";;"2018-06-20";"2018-06-20";
"14295002377";"133913";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F125";"";"";;"2018-06-20";"2018-06-20";
"14295002378";"133905";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F14K";"";"";;"2018-06-20";"2018-06-20";
"14295002379";"133904";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F159";"";"";;"2018-06-20";"2018-06-20";
"14295002380";"111722";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F0V9";"";"";;"2018-06-21";"2018-06-21";
"14295002381";"111718";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG230F12M";"";"";;"2018-06-21";"2018-06-21";
"14295002382";"110266";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTD1";"";"";;"2018-06-21";"2018-06-21";
"14295002383";"110265";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTJW";"";"";;"2018-06-21";"2018-06-21";
"14295002384";"108561";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4000";"";"Desktop";"";"";"";"";;"2018-06-21";"2018-06-21";
"14295002385";"110268";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"BRG145FTJL";"";"";;"2018-06-21";"2018-06-21";
"14295002386";"133938";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-21";"2018-06-21";
"14295002387";"133924";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8100 ELITE";"";"Desktop";"";"BRG104F44T";"";"";;"2018-06-21";"2018-06-21";
